"Gene"	"TCGA_TCGA-D9-A148"	"TCGA_TCGA-DA-A3F2"	"TCGA_TCGA-EE-A2GS"	"TCGA_TCGA-EE-A3JI"	"TCGA_TCGA-ER-A2NF"	"TCGA_TCGA-ER-A2NG"	"TCGA_TCGA-FR-A3YN"	"TCGA_TCGA-FR-A3YO"	"TCGA_TCGA-FR-A69P"	"TCGA_TCGA-FR-A7U9"	"TCGA_TCGA-FR-A8YD"	"TCGA_TCGA-GN-A4U4"	"TCGA_TCGA-GN-A4U9"	"TCGA_TCGA-GN-A8LK"	"TCGA_TCGA-GN-A8LN"	"TCGA_TCGA-QB-AA9O"	"TCGA_TCGA-WE-A8K5"	"TCGA_TCGA-WE-AAA0"	"TCGA_TCGA-WE-AAA4"
"FAM3A"	1086.2871	1508.0321	828.1899	718.9526	2041.7922	831.1008	655.2226	2408.5213	337.6335	1353.5697	1265.2097	707.4302	733.438	1519.5369	874.3076	1373.116	949.4949	713.0601	1546.9613
"FAM3C"	1093.6749	493.9759	1167.6558	2459.8504	2549.3223	958.6488	1336.9217	698.7469	1067.6157	2380.2817	755.4637	1348.6269	1154.9974	411.4809	2332.3392	1999.2124	1996.115	1326.9781	396.1326
"FAM43A"	398.6557	406.6265	136.4985	141.3965	138.1777	172.9761	145.7667	243.1078	217.5267	130.1603	291.1991	81.0304	127.6818	223.3478	209.2032	448.6891	179.4872	220.4697	435.3591
"FAM45A"	472.8176	98.3936	175.0742	781.0474	902.8614	200.3494	391.0387	121.8045	341.1922	215.153	282.339	828.2711	282.9932	159.672	375.3728	373.9076	290.9868	406.9677	137.5691
"FAM45B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM46A"	496.6858	524.0964	995.2522	131.6708	84.3373	435.0612	599.9418	152.381	276.6904	509.9563	200.8269	142.3316	79.9581	237.8196	1285.8969	232.3	333.7218	330.0113	316.5746
"FAM46B"	367.6839	24.0964	965.2819	1929.6758	334.7139	170.9377	118.9991	123.3083	110.3203	9.2278	334.3178	835.3173	29.7227	365.6536	140.179	219.5713	114.2191	1108.5883	193.9227
"FAM46C"	260.277	3255.0201	218.6944	1077.8055	425.0753	283.343	196.1013	16.0401	139.2349	256.9208	116.3615	87.3719	29.304	17.8485	428.2062	310.2638	63.3256	106.075	205.5249
"FAM47E"	13.0082	0	1.822	1.7456	2.6355	16.0163	40.3375	0.7469	6.6726	1.321	7.7496	1.9483	3.1606	1.6739	22.3519	4.7733	11.5501	9.7201	7.5028
"FAM49A"	28.6987	216.8675	129.9703	298.005	30.497	66.6861	17.1661	19.5489	373.6655	78.679	11.8133	37.3444	69.911	0.9648	20.4516	23.8664	9.324	21.1457	97.7901
"FAM49B"	967.7985	790.1606	1114.8368	930.1746	878.7651	1531.4502	883.0375	402.005	1002.2242	1331.7144	580.6261	1523.0183	1162.9513	535.9383	1095.441	1287.1968	1527.195	1305.4857	800.5525
"FAM50A"	2048.4027	3122.49	1236.4985	1532.6683	2870.1054	1801.3978	1823.9744	4672.6817	596.9751	3568.7227	2503.2487	1528.6552	1592.4647	4559.0931	1247.124	2858.4044	1823.2323	2136.407	3977.3481
"FAM50B"	369.957	372.49	431.7507	8.2294	310.6175	326.4415	9.0195	24.0602	269.573	216.1243	310.6911	188.1313	10.0471	520.5017	300.8095	243.4377	242.0357	480.8042	295.0276
"FAM53A"	73.3095	32.1285	14.2433	16.9576	15.8133	7.5713	73.6107	14.5363	21.3523	15.0559	25.3987	38.049	157.4045	65.6054	110.3536	50.9151	43.9005	49.9177	18.7845
"FAM53B"	3144.8821	3936.8072	806.9555	2854.2943	8870.6137	1579.7175	1893.4594	805.3434	1361.5925	1028.4653	5417.6551	1878.0229	1154.675	7951.2976	1308.2872	3327.4754	1804.4134	3008.0562	4452.8011
"FAM53C"	686.2106	1402.6104	1347.7745	1062.8429	974.7741	876.5259	831.2482	707.2682	947.5089	1141.3162	2558.1807	1307.0548	1351.7446	532.0791	967.6182	663.4871	1326.7288	1051.3909	824.8619
"FAM57A"	210.2674	545.1807	625.5193	239.9002	252.259	112.9878	160.6052	1036.5915	737.5445	447.3045	473.1246	374.5012	175.4055	587.0719	451.2143	272.873	625.0971	146.2865	329.8343
"FAM58A"	453.7799	486.9478	373.5905	292.5187	1147.9669	403.0285	267.3843	860.6516	164.5907	753.2783	386.8872	340.6798	714.5997	822.9619	376.651	1002.3906	588.5781	413.2074	467.9558
"FAM60A"	127.5812	178.7149	671.8101	1717.4564	365.5873	693.6517	385.2197	260.6516	3357.6512	351.1413	457.7673	1462.0694	3162.742	383.0198	1465.7009	764.5217	405.2059	842.7073	135.3591
"FAM63A"	517.9967	626.506	926.7062	536.409	521.4608	94.6418	714.8676	551.8797	494.6619	266.1486	1756.645	826.1573	285.0863	870.7188	508.3085	1001.5951	459.596	731.4325	1096.6851
"FAM63B"	300.0573	8.0321	257.5668	757.606	274.0964	350.3203	230.4335	20.0501	516.9039	56.8237	95.0975	506.6159	61.5385	126.3869	129.5271	44.5507	34.5765	286.3333	25.9669
"FAM64A"	44.3267	54.2169	293.7685	165.3367	38.7801	212.8713	62.5546	357.8947	312.7224	331.7144	334.9084	97.5887	469.7017	412.4457	215.1683	196.5004	821.2898	82.1562	386.1878
"FAM65A"	1241.1462	4336.3454	1603.8576	1203.99	1871.988	2044.2632	2024.4399	3843.1078	3609.4306	2594.949	2701.1223	2713.1076	1352.1716	4315.9672	2426.928	1580.7541	1811.9658	1736.719	4806.0773
"FAM65B"	1813.1305	279.1165	267.6558	883.0424	219.8795	237.0414	425.08	95.7393	225.9786	72.3652	1187.8323	516.1281	48.1423	704.7757	1038.3468	183.7716	1311.9658	813.242	283.4254
"FAM65C"	10.5134	140.5622	8.0119	7.4813	3.012	7.2801	1.4548	1.0025	13.79	61.6804	5.316	8.103	6.2794	0.9648	17.4691	19.8887	18.2595	14.906	11.6022
"FAM69A"	494.9809	301.2048	240.3561	93.5162	547.4398	311.59	970.323	166.9173	94.7509	314.2302	471.9433	251.9093	137.3187	121.0806	512.9996	100.2391	383.0614	460.3519	198.3425
"FAM69B"	1360.9816	196.0241	367.8487	988.8479	2148.1137	919.9097	548.9177	2897.3634	1608.2429	53.8951	2352.469	978.5824	894.6688	2984.3849	485.7052	1180.7446	1754.7747	586.5153	584.0939
"FAM71F2"	1.989	2.008	5.3412	3.99	0.3765	2.3296	5.5281	0.5013	0	6.3137	21.264	1.0569	7.5353	1.4472	6.8172	3.1822	8.1585	6.5864	0
"FAM72A"	9.9451	11.0442	35.0148	20.6983	3.7651	37.5655	9.0195	29.0727	37.3665	28.6547	9.4507	20.786	79.9581	21.2253	25.5646	56.4839	10.101	20.4524	24.8619
"FAM72B"	51.4303	40.1606	126.7062	101.7456	23.3434	245.7775	96.3049	81.7043	345.1957	338.5138	63.7921	114.4994	491.8891	209.8408	149.1265	387.4319	117.3271	186.8446	95.5801
"FAM72D"	27.2779	23.0924	59.3472	46.384	11.2952	157.8334	32.5866	45.1128	164.5907	140.8451	36.0307	66.2335	197.5929	152.4361	46.4423	171.8384	81.1966	98.4487	58.5635
"FAM73A"	289.8281	35.1406	227.003	727.9302	202.9367	349.1555	936.8635	39.0977	233.9858	163.6717	71.4708	360.7612	95.0288	88.2779	434.5974	38.9819	127.4281	497.4435	70.7182
"FAM73B"	216.2345	563.253	163.2047	228.9277	355.4217	294.4089	272.9124	354.8872	228.2028	576.4934	414.0579	315.3138	497.3312	362.2769	321.6873	431.1871	649.9611	375.0758	91.7127
"FAM76A"	213.393	47.1888	138.8724	261.8454	153.238	428.0722	340.1222	62.1554	89.8577	140.8451	73.2428	125.7732	251.596	162.5663	88.1977	160.7007	143.7451	342.4907	66.8508
"FAM76B"	227.6003	41.1647	161.7211	497.2569	366.7169	102.2132	109.1068	24.5614	369.2171	220.0097	62.6108	364.6366	417.7917	150.5065	625.0533	120.1278	382.6729	203.1372	44.7514
"FAM78A"	775.4322	2638.5542	513.6499	181.2968	861.0693	482.5277	160.6052	223.0576	1170.3737	343.8562	129.9468	65.5289	105.9131	1301.4954	270.1321	947.4978	283.6053	185.458	1444.1989
"FAM78B"	67.3424	36.1446	806.8249	225.187	18.8253	30.2854	71.574	34.5865	609.8754	13.5988	170.1122	147.2639	32.6531	27.9788	172.1346	85.1236	380.3419	35.3583	119.8895
"FAM81A"	269.3696	1.004	5.9347	1.4963	3.3886	124.636	75.6474	80.2005	18.2384	113.1617	29.5334	36.9921	40.1884	301.013	58.7985	124.9011	9.324	214.23	59.116
"FAM83D"	361.1485	53.2129	220.178	239.6509	80.5723	711.9977	84.085	262.6566	457.2954	970.8596	497.342	143.0362	829.304	230.1013	210.9075	276.0552	497.2805	194.1243	303.3149
"FAM83G"	45.4632	125.502	25.0237	232.4589	107.387	155.2126	54.117	207.5188	102.3132	31.5687	105.192	126.8301	36.8394	217.3275	52.7226	71.3766	24.087	90.2886	159.2044
"FAM83H"	764.6347	333.3333	684.273	1207.4813	1723.2681	791.2056	426.5348	1247.1178	608.9858	127.7319	2438.8659	726.1024	56.9335	1919.4404	2214.3161	1530.6346	2243.5897	1993.9336	754.1436
"FAM84A"	22.7316	48.1928	13.0564	7.2319	20.3313	113.8614	3.4914	39.599	22.242	34.4828	55.5227	4.58	28.0481	15.919	5.1129	65.2349	18.648	13.866	18.232
"FAM84B"	4296.8436	69.2771	752.5223	4878.5536	382.1536	668.3168	140.8205	98.7469	2196.1744	24.2836	665.6822	908.9492	1026.4783	902.0743	899.4461	2003.9857	1669.7747	288.4132	15.4696
"FAM86A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM86B1"	54.84	74.2972	50.4451	56.6085	100.5271	101.0483	49.1708	80.2005	246.8861	74.3079	529.238	93.0088	140.6593	28.4612	86.9195	66.0305	79.2541	19.0658	37.0166
"FAM86B2"	16.7646	7.0281	0.8902	5.4863	32.003	12.813	6.4009	25.5639	38.2562	7.7708	53.7507	17.9676	20.5128	4.3415	1.7043	3.1822	6.993	3.1199	2.7624
"FAM86DP"	278.4623	100.4016	199.7033	514.7132	307.6054	2004.3681	124.5272	992.4812	312.2776	214.1816	976.3733	203.9851	100.0523	342.4988	474.6485	412.0939	535.3535	524.1355	288.9503
"FAM89A"	527.6576	89.3574	651.9288	820.6983	485.3163	146.7676	427.9895	1447.619	994.6619	55.8524	638.5115	1499.7662	568.4982	1161.6015	841.0737	1922.8398	408.7024	247.8551	1322.6519
"FAM8A1"	868.6319	204.8193	1001.4837	1311.9701	989.0813	497.9616	976.4329	89.2231	1410.5872	344.8276	285.2924	845.1818	2006.4887	771.8283	1388.5812	859.192	1078.8656	977.5544	195.5801
"FAM90A1"	55.4083	25.1004	19.2878	4.2394	5.2711	3.4945	1.7457	3.5088	14.2349	15.0559	80.9214	1.4092	52.3286	0.9648	17.8952	101.0346	1.554	3.4665	9.9448
"FAM91A1"	2176.2681	173.6948	1809.4955	1677.5561	1403.238	1746.0687	1501.0183	211.0276	1986.6548	998.543	526.8754	2568.3099	1337.9383	1025.0844	1743.9284	2590.3047	1899.3784	1562.7004	609.3923
"FAM92A1"	256.5831	14.0562	259.6439	5.2369	69.2771	163.3663	120.4539	66.6667	114.3238	467.2171	5.9067	3.5231	362.9513	94.549	172.5607	271.2819	222.2222	122.021	39.779
"FAM96A"	842.4905	487.9518	924.9258	984.0399	545.9337	834.0128	753.5642	614.0351	1127.669	1153.9582	448.3166	883.5832	739.7174	789.6768	888.7942	999.2084	1019.0365	790.7098	569.6133
"FAM96B"	464.5774	1471.8876	819.2878	322.1945	671.3102	963.3081	642.4207	1920.3008	793.5943	2221.4667	1004.7253	686.9965	1222.3967	1318.3792	1244.1415	1445.5109	740.0932	1097.4955	1433.7017
"FAM98A"	1880.1888	483.9357	1000	731.1721	1506.4006	1645.6028	2178.0623	793.985	816.2811	1721.7096	1166.5682	729.2732	758.1371	1119.151	761.3975	810.6635	1276.2238	1250.0217	1009.3923
"FAM98B"	258.5721	101.4056	435.3116	407.7307	274.0964	497.9616	385.5106	185.4637	597.8648	457.9893	124.0402	338.566	509.0529	176.5557	302.5138	206.047	312.7428	388.5952	165.1934
"FAM98C"	211.9723	327.3092	307.7151	236.9077	220.6325	206.756	154.7862	408.5213	61.3879	255.9495	287.6551	277.617	79.9581	428.8471	181.5083	306.286	252.9138	205.2171	285.6354
"FAN1"	322.6724	112.5	366.3472	958.6484	623.2568	260.7135	484.085	56.5464	711.8817	429.864	281.1341	837.6284	597.5636	217.0912	510.6135	354.361	347.8516	425.7215	80.011
"FANCA"	198.106	351.1345	667.0831	237.1172	99.8569	376.8346	66.7704	493.584	751.4502	771.4667	694.7549	607.171	1218.8969	222.5567	431.176	314.7984	608.6946	348.6992	444.4254
"FANCB"	23.2999	1.004	138.5757	78.0549	5.6476	110.3669	36.6599	9.5238	41.8149	93.2492	10.632	94.0657	74.516	18.8133	54.5377	27.0486	39.627	24.6122	8.8398
"FANCC"	89.2216	153.6145	187.5371	196.7581	363.3283	269.3652	272.9124	243.609	193.0605	285.0898	210.8683	361.4658	485.6096	420.6464	149.9787	223.549	433.9549	405.2344	172.9282
"FANCD2"	595.8525	110.4418	700.8902	577.0574	134.7892	613.5702	192.9008	309.2732	622.331	451.6756	601.8901	564.394	683.6211	602.5084	279.9318	342.8812	863.6364	387.9019	181.768
"FANCE"	204.0163	168.6747	292.5816	184.2893	196.1596	164.8224	168.7518	382.4561	167.2598	165.1287	551.0927	106.0441	878.2836	453.9315	207.4989	159.1096	211.7327	107.4617	193.9227
"FANCG"	481.342	631.5261	299.4065	172.5686	765.4367	300.8154	182.1356	628.0702	399.4662	722.6809	1067.3361	547.8357	508.2156	340.5692	256.4977	588.7056	520.202	359.4766	458.5635
"FANCI"	822.2111	173.5542	2004.7359	1284.1521	233.5505	1891.6861	460.1338	602.5213	2195.5872	1389.3783	2119.6929	1078.2533	3062.4511	2435.2967	877.729	1474.7155	2412.4903	950.5988	536.4309
"FANCL"	376.5037	36.7771	647.3234	878.3641	416.1747	452.4024	772.7495	214.2957	676.2144	279.8057	266.5328	577.2356	753.8127	338.9387	668.3724	352.6187	693.0886	741.631	124.768
"FANCM"	51.1461	2.008	156.0831	219.4514	83.9608	140.9435	49.4617	6.015	230.8719	174.3565	40.1654	190.5975	223.5479	105.1616	68.1721	187.7494	144.9106	158.0726	7.7348
"FANK1"	3.978	2.008	3.5608	5.985	6.0241	0.8736	8.1466	2.5063	23.1317	59.7377	21.8547	16.9107	94.1915	9.1655	27.2689	19.0932	6.993	41.9447	2.7624
"FAP"	159.6896	1317.2691	138.5757	74.0648	30.8735	278.3925	77.684	75.6892	384.7865	2305.0024	11.8133	11.2738	69.4924	10.1302	1067.32	164.6785	935.8974	318.9185	171.2707
"FAR1"	616.8792	217.8715	711.8694	1484.788	519.2018	835.1776	570.8467	104.2607	830.0712	771.2482	175.4282	976.2396	848.9796	596.2373	2163.6131	1110.5852	751.3598	1121.4143	194.4751
"FAR2"	53.9819	131.5161	552.4748	894.8753	987.9443	194.2108	210.9165	254.1303	81.8327	54.8422	595.9303	676.0362	93.2831	413.3767	294.8232	190.1201	444.7552	399.9584	225.9613
"FARP1"	3311.7123	4115.4618	4901.4837	2301.7456	6030.8735	1656.0862	2107.0701	4914.2857	5078.7367	650.8014	5936.7986	1567.0566	2986.4992	4360.3473	3493.3958	3622.1306	2435.8974	1791.4897	2387.2928
"FARP2"	2049.2551	314.257	1158.1602	1422.4439	644.5783	2466.8026	6450.9747	759.8997	2521.7972	273.9194	1027.7614	1336.6485	217.2684	1183.3092	854.7081	1344.4763	729.9922	1041.6847	1372.3757
"FARS2"	224.4747	290.1606	428.7834	946.8828	390.8133	161.6191	137.62	288.2206	273.5765	476.4449	517.4247	392.8211	469.7017	343.946	238.1764	361.1788	328.6713	359.4766	319.8895
"FARSA"	1575.301	2934.739	2324.0356	1704.2394	2763.9307	1676.4706	1345.3593	4295.2381	1818.5053	3281.2045	4174.2469	2171.2612	2114.495	3282.1997	3662.1219	2580.7581	1929.2929	2224.8028	5577.9006
"FARSB"	3007.961	570.2811	1644.8071	1085.0374	1121.2349	1430.1107	1477.4513	1119.2982	1181.9395	1915.0073	1032.4867	1179.8724	1477.3417	1391.2205	1016.617	1747.0237	1266.5113	1026.7788	746.4088
"FAS"	344.0998	140.5622	290.8012	188.3541	219.503	213.1625	512.9473	57.1429	116.548	313.2589	131.1282	611.603	82.4699	27.014	354.9851	119.3322	314.6853	115.088	82.8729
"FASN"	21579.4069	3311.245	6493.1751	10885.5362	8682.2289	7424.869	33493.1626	13813.0326	15640.5694	3717.8242	18059.6574	30594.5955	4256.2009	9947.9016	4460.588	5884.6694	5562.9371	12875.6391	15346.4088
"FASTK"	1668.5006	2685.743	1532.9377	869.8254	2374.247	1656.3774	2277.8586	5357.3935	1522.6868	3006.3137	6237.4483	1545.9182	2020.3035	3376.2663	1744.7806	2502.7944	4371.0179	1531.1552	3761.8785
"FASTKD1"	234.7039	57.2289	309.7923	452.8678	103.1627	486.3133	409.9505	171.4286	403.4698	262.7489	63.7921	326.9399	319.4139	527.7376	305.4964	622.9142	248.2517	298.1194	121.547
"FASTKD2"	582.7818	222.8916	1119.5846	1393.7656	792.1687	1442.3413	1479.7789	287.7193	1312.2776	813.5017	472.534	1034.3701	870.3297	672.9378	665.1044	1087.5143	905.9829	835.7743	407.1823
"FASTKD3"	271.6428	38.1526	172.7003	198.005	178.8404	103.6692	146.6395	62.6566	177.4911	157.3579	111.0455	158.89	326.5306	120.1158	103.9625	222.7535	223.3877	149.753	42.5414
"FASTKD5"	333.0182	283.1325	479.822	494.5137	554.9699	478.9255	568.5191	460.1504	936.8327	337.0568	674.8789	347.3736	1003.4537	826.3386	523.6472	702.469	213.2867	541.7315	598.895
"FAT1"	1549.4438	2029.1165	2927.003	3635.6608	2869.3524	3382.6441	2104.1606	1829.0727	3846.9751	1532.2972	1210.2776	672.5519	253.6892	905.451	2787.3882	594.2744	2599.4561	3230.0893	1299.4475
"FAT2"	4415.6163	9.0361	16.0237	1.7456	36.5211	95.2242	46.5522	86.2155	9.3416	4.8567	23.036	457.9977	10.4657	52.5808	8.5215	10.3421	29.526	84.5827	47.5138
"FAT3"	0.5683	93.3735	5.9347	0.2494	2.6355	1.1648	0.5819	0	2.2242	6.7994	0.5907	0.3523	183.7781	0	0	0	11.655	0.6933	1.105
"FAT4"	32.3926	213.8554	221.365	122.9426	15.0602	44.8457	24.149	35.0877	118.3274	29.626	44.8907	22.8999	291.3658	13.0246	23.0081	1.5911	30.6915	57.1973	26.5193
"FAU"	7569.3439	15081.3253	7136.7953	6106.2344	17846.009	2903.9022	2738.1437	9144.3609	4136.121	11057.795	9610.1595	7690.8375	4701.6222	9457.7906	7100.1278	9217.2204	5427.3504	6378.0224	9210.4972
"FBF1"	564.5596	181.2349	156.8932	114.8354	170.1657	222.8014	310.9863	369.4236	110.9698	414.7596	132.3095	130.4236	184.7535	161.124	126.127	131.3848	261.8842	226.342	347.4696
"FBL"	2704.7781	3256.0241	7785.1632	2933.4165	2480.7982	3790.9144	1675.8801	4712.782	3920.3737	5403.1083	5652.0969	5302.9082	7694.4008	4461.6498	3391.1376	3984.9005	3920.7459	2392.9283	2871.8232
"FBLIM1"	241.5234	2459.8394	1040.0593	717.7057	345.6325	244.9039	64.3003	946.8672	921.7082	608.5478	227.407	721.1701	1993.0926	861.0709	1191.3081	1923.6353	2257.5758	158.0726	1053.5912
"FBLN1"	7029.1838	40792.1687	1212.4629	214.9626	412.2741	1352.65	141.1114	1014.0351	3565.8363	2357.9407	1919.0786	690.1672	2905.2852	5343.946	896.0375	1029.4393	2619.6581	478.031	2930.3867
"FBLN2"	515.7235	13660.6426	863.5015	26.9327	197.6657	709.9592	211.5217	233.584	2055.605	1584.7499	255.1683	253.3079	314.3904	190.5451	191.3081	203.6603	730.7692	199.324	617.6796
"FBLN5"	385.8692	2810.241	99.1098	104.2394	159.262	115.6086	305.208	2923.8095	356.3167	237.9796	110.4548	241.6818	359.6023	843.2224	39.199	4189.3564	199.3007	69.6767	244.7514
"FBLN7"	237.2612	1475.9036	70.6231	6.4838	199.1717	47.7577	56.7355	75.6892	19.1281	84.507	26.58	11.6261	13.3961	85.8659	118.4491	206.8425	95.9596	37.0916	96.6851
"FBN1"	590.4537	8547.1888	1941.8398	413.217	98.6446	925.7426	329.6479	347.3684	6449.7331	5196.2118	141.7602	418.5394	273.7834	84.9011	1377.0771	167.8607	1383.8384	785.1634	724.3094
"FBN2"	16.7646	21.0843	135.0148	4.7382	7.9066	20.9668	18.3299	36.0902	14.6797	36.4254	21.264	26.0706	5038.1999	11.5774	475.9267	5.5688	76.5346	44.3713	40.3315
"FBP1"	105.4179	2932.7309	36.7953	25.187	30.1205	1467.6762	43.9337	657.1429	60.4982	912.5789	591.2581	15.1492	337.8336	5.7887	90.3281	786.0015	89.3551	98.1021	1653.0387
"FBRS"	1932.1873	3808.2329	1909.1988	758.3541	1196.5361	1724.8107	1906.3136	2226.0652	1975.089	2003.8854	2344.9498	1251.3905	2009.0005	2534.4911	1804.0051	2302.3162	1182.9837	1575.1798	4032.0442
"FBRSL1"	689.0521	928.7149	319.8813	426.4339	560.241	496.7967	318.8827	966.9173	981.3167	425.9349	992.912	508.0251	688.2261	1377.2311	829.1436	1273.6725	633.2556	889.5052	712.1547
"FBXL12"	243.7966	433.7349	440.6528	391.0224	251.506	226.8492	329.6479	498.7469	501.3345	388.5381	565.8594	403.0379	671.0623	413.8929	432.467	491.6487	465.812	294.6529	450.8287
"FBXL13"	15.9121	0	113.3531	4.7382	7.1536	9.3186	14.2566	2.5063	22.242	5.3424	11.2227	3.8754	56.0963	4.8239	24.2863	16.7065	15.1515	3.4665	12.1547
"FBXL14"	1313.6032	715.8635	889.3175	884.788	406.25	569.8893	533.023	810.5263	1036.032	380.7674	781.453	1035.427	718.3673	550.41	797.614	507.5597	629.3706	614.6113	1095.5801
"FBXL15"	275.6208	670.6827	114.8368	168.5786	330.1958	158.1246	106.1973	251.1278	152.5801	438.5624	466.0366	191.6544	118.472	472.2624	263.7409	579.159	231.5462	435.393	338.674
"FBXL16"	23.2999	187.751	2.3739	1114.9626	13.5542	44.2632	23.858	181.9549	4.0036	13.1132	57.2947	15.1492	14.2334	141.3411	22.1559	748.6108	8.1585	15.9459	22.6519
"FBXL17"	281.0196	133.5341	881.0089	596.5087	174.3223	281.5958	443.41	30.5764	442.1708	322.001	151.2109	445.3146	788.697	82.9715	572.2199	260.1442	543.9005	732.8191	101.105
"FBXL18"	829.4198	619.4779	564.095	402.9925	537.2741	362.2598	619.7265	331.8296	1021.3523	649.83	2542.8234	608.4323	1783.7781	678.7265	979.9744	661.1005	802.6418	335.211	1034.8066
"FBXL19"	476.5115	864.4578	473.2938	410.9726	388.1777	474.3739	339.5403	1148.8722	1648.5765	813.5017	923.8039	489.7052	1156.2533	890.9793	1162.761	1229.9174	665.1127	803.5358	1189.5028
"FBXL2"	115.3629	13.0522	164.095	424.6883	219.8795	146.1852	115.7987	93.7343	124.5552	105.391	215.003	284.3109	107.5877	121.563	319.1308	97.0569	224.9417	181.2982	11.6022
"FBXL20"	222.7698	72.2892	136.4985	146.6334	146.8373	88.8177	192.3189	128.8221	145.0178	93.7348	80.3308	116.6132	178.3359	102.7496	63.0592	85.1236	54.7786	83.1961	112.7072
"FBXL3"	188.9566	187.751	652.2255	1284.2893	426.2048	336.6337	356.1245	60.1504	879.4484	597.3774	117.5428	618.2968	569.3354	167.3903	1170.8564	319.8103	672.1057	761.5911	128.1768
"FBXL4"	442.6982	88.3534	361.1276	450.6234	189.3825	321.1998	482.3974	127.3183	238.4342	324.4293	157.7082	257.8879	79.1209	202.1225	416.7022	105.0124	334.8873	329.318	153.0387
"FBXL5"	1005.3057	754.0161	2239.7626	2035.4115	1826.8072	1085.9056	2688.682	170.4261	1216.637	2303.0597	541.6421	1535.3491	791.6274	1056.9223	1858.5428	1501.9948	2141.0256	1346.0439	1294.4751
"FBXL6"	250.7439	549.6888	813.549	227.99	533.0873	262.5335	150.6779	273.183	414.8532	615.9981	1270.5729	721.0151	691.7886	744.6937	842.2923	1240.0527	816.5929	647.6852	392.4254
"FBXL7"	1385.7761	825.3012	621.6617	20.6983	33.509	1028.8294	752.4003	1299.7494	689.9466	212.7246	51.3881	26.4229	354.9974	512.301	311.0354	1236.2818	123.1546	35.0117	176.7956
"FBXL8"	22.5782	229.1365	37.4273	36.0998	138.1664	43.9284	23.0899	42.5313	81.6948	66.1923	240.0295	133.2491	32.0963	40.3859	191.9344	98.7116	139.1531	117.1921	58.7182
"FBXO11"	1344.8592	312.249	1317.2107	2088.7781	1134.4127	1305.4747	2290.6605	297.7444	1734.4306	927.6348	489.6633	1416.9743	1715.5416	798.8423	1208.7772	731.1087	1590.9091	1245.8619	469.0608
"FBXO15"	6.5353	5.0201	5.638	7.2319	5.6476	15.4339	35.787	6.5163	2.669	10.6848	17.72	15.1492	26.7923	8.6831	3.8347	0.7955	3.885	6.5864	12.7072
"FBXO16"	90.9577	20.0803	11.276	21.6958	37.8464	42.4054	83.5612	58.782	15.5694	53.0646	30.4371	38.5387	84.3579	108.2007	19.1734	36.5952	10.878	29.7045	35.9116
"FBXO18"	2230.5739	2608.4337	609.8487	1175.5611	1904.3863	1079.8107	1211.2307	1734.3358	1043.5943	1623.6037	1617.3006	1748.554	1167.213	2516.9995	1715.8415	1931.0578	1231.2859	1661.9915	1016.116
"FBXO2"	1161.3014	176.7068	84.8665	191.2718	159.262	338.0868	536.5144	791.9799	2.2242	14.0845	72.0614	97.2364	28.4668	1338.6348	126.5445	112.9678	31.08	70.0234	283.4254
"FBXO21"	700.9862	365.4618	1072.1068	804.9875	849.0211	885.5562	933.3721	391.4787	800.2669	514.3273	532.782	957.5674	1023.9665	658.466	974.8615	432.7782	762.6263	663.1424	325.4144
"FBXO22"	1090.7794	133.9458	521.1009	706.8903	516.1747	730.4222	635.5921	829.5238	614.871	581.7339	1095.062	641.8767	739.4746	715.5089	488.2872	423.2077	509.9029	454.5039	368.0276
"FBXO24"	7.0752	5.0201	9.2493	6.7032	12.8464	5.2417	14.5476	22.01	10.0979	6.0709	30.0118	14.0887	237.7268	9.6141	6.5871	19.8091	17.6573	2.9604	8.0884
"FBXO25"	984.5631	512.0482	289.911	414.7132	506.7771	460.1048	292.1152	495.7393	295.3737	250.1214	346.7218	285.3678	238.1999	1308.2489	527.4819	303.1038	363.2479	340.4108	308.2873
"FBXO27"	400.6447	24.0964	146.5875	1.2469	201.4307	64.0652	241.1987	11.0276	3.5587	34.4828	25.3987	22.5476	43.956	91.1722	32.3818	454.258	3.4965	31.1985	35.9116
"FBXO28"	677.9704	274.0964	1069.7329	1134.1646	1116.3404	779.8486	2118.9991	184.4612	1636.121	507.0423	378.0272	1245.049	1219.0476	783.4057	1159.3524	406.5251	707.0707	1409.1342	662.4309
"FBXO3"	454.064	72.2892	421.365	912.2195	426.9578	354.106	358.7431	46.6165	298.0427	226.3235	162.4335	563.6894	378.8592	231.5485	738.8155	192.5226	339.9378	444.0593	129.2818
"FBXO30"	244.649	133.5341	178.3383	394.2643	131.7771	425.7426	263.0201	60.6516	406.1388	211.2676	85.0561	152.9008	416.9545	337.6749	249.6804	240.2555	349.6503	314.412	129.2818
"FBXO31"	529.6466	1238.9558	1101.4837	464.8379	1130.2711	807.2219	695.0829	1125.3133	717.9715	728.9947	932.6639	921.6322	619.9895	698.987	714.9553	423.2316	780.8858	879.4523	1463.5359
"FBXO32"	1816.8244	482.9317	758.1602	1159.601	750.753	1669.1904	1936.2816	1230.0752	293.1495	415.7358	998.8187	1284.8596	78.2836	3320.7911	738.8155	1159.9091	601.7871	996.6202	1902.2099
